CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup,ProdTaken
301320,34.0,0,3,12.0,3,0,2,5.0,0,3.0,1,1.0,0,4,1,1.0,1,17351.0,1,1,1
301321,20.0,1,1,10.0,1,1,2,3.0,0,5.0,2,2.0,0,3,1,1.0,1,17973.0,1,0,1
301322,30.0,0,3,20.0,1,0,3,4.0,1,4.0,3,7.0,0,3,0,2.0,2,24443.0,1,1,1
301323,33.0,1,1,15.0,3,0,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0,1,1,0
301324,26.0,1,1,12.0,2,0,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17368.0,1,1,0
301325,36.0,1,1,23.0,2,1,4,4.0,3,3.0,0,6.0,1,2,0,2.0,3,26310.0,2,2,0
301326,33.0,0,3,22.0,2,0,2,3.0,1,3.0,1,2.0,1,1,0,0.0,2,20368.0,1,1,0
301327,39.0,1,1,15.0,3,1,2,3.0,1,5.0,1,2.0,0,4,1,0.0,2,20151.0,1,2,0
301328,20.0,1,3,8.0,3,0,2,4.0,0,3.0,2,2.0,0,4,0,1.0,1,17044.0,1,0,1
301329,37.0,1,1,12.0,3,1,2,1.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0,1,2,0
301330,55.0,1,1,9.0,1,0,3,4.0,3,3.0,0,2.0,0,4,1,1.0,3,32227.0,2,3,0
301331,55.0,1,1,14.0,3,0,2,3.0,4,3.0,1,3.0,1,3,0,1.0,0,29756.0,2,3,0
301332,28.0,0,3,15.0,3,1,3,4.0,1,3.0,1,2.0,0,3,1,2.0,2,23020.0,1,1,0
301333,42.0,1,1,19.0,2,1,3,4.0,0,3.0,0,5.0,1,3,1,1.0,1,23444.0,1,2,0
301334,28.0,1,1,25.0,3,1,3,4.0,0,5.0,0,2.0,0,3,1,2.0,1,18196.0,1,1,0
301335,37.0,1,1,10.0,2,0,3,4.0,0,3.0,1,7.0,0,1,0,2.0,1,21513.0,1,2,0
301336,28.0,0,1,6.0,3,1,2,4.0,0,4.0,1,2.0,0,4,1,0.0,1,17596.0,1,1,1
301337,38.0,1,1,17.0,3,0,4,4.0,0,5.0,1,8.0,0,1,1,3.0,1,22130.0,1,2,0
301338,57.0,1,3,35.0,3,1,2,4.0,4,3.0,1,4.0,0,3,1,0.0,0,29118.0,2,4,0
301339,59.0,0,1,22.0,2,1,3,4.0,4,3.0,1,4.0,1,1,1,1.0,0,34465.0,2,4,0
301340,35.0,0,1,8.0,3,1,2,3.0,1,3.0,1,3.0,0,3,0,1.0,2,20762.0,1,1,0
301341,45.0,1,1,7.0,3,1,3,4.0,0,3.0,2,8.0,1,4,0,2.0,1,21114.0,1,2,0
301342,36.0,0,1,12.0,2,1,3,1.0,1,5.0,1,4.0,1,4,1,1.0,2,20562.0,1,2,0
301343,35.0,1,1,22.0,3,1,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0,1,1,0
301344,35.0,1,1,26.0,2,0,3,5.0,0,3.0,1,3.0,0,4,1,2.0,1,21607.0,1,1,0
301345,46.0,1,3,9.0,2,1,4,4.0,1,4.0,1,2.0,0,5,1,3.0,2,23483.0,1,3,0
301346,44.0,1,1,16.0,2,1,2,3.0,1,3.0,1,3.0,1,3,0,1.0,2,21465.0,1,2,0
301347,27.0,0,2,24.0,2,0,3,4.0,0,3.0,1,2.0,1,5,0,2.0,1,21419.0,1,1,1
301348,22.0,1,3,19.0,2,0,3,3.0,0,4.0,3,3.0,0,5,0,2.0,1,21394.0,1,0,1
301349,32.0,1,3,9.0,2,1,3,4.0,0,3.0,1,2.0,0,4,1,1.0,1,21745.0,1,1,0
301350,37.0,1,1,19.0,3,0,3,5.0,3,3.0,3,2.0,0,2,1,1.0,3,27536.0,2,2,0
301351,45.0,1,3,35.0,3,0,3,2.0,4,3.0,0,5.0,1,2,1,2.0,0,31998.0,2,2,0
301352,22.0,1,1,8.0,1,1,3,3.0,0,3.0,0,1.0,0,5,1,2.0,1,17523.0,1,0,0
301353,41.0,0,3,10.0,3,1,2,3.0,1,4.0,3,2.0,0,3,1,0.0,2,24355.0,1,2,1
301354,28.0,0,1,12.0,2,1,2,4.0,0,3.0,1,2.0,1,4,1,0.0,1,17703.0,1,1,0
301355,54.0,0,2,32.0,2,0,1,1.0,4,3.0,2,3.0,1,3,1,0.0,0,32328.0,2,3,0
301356,40.0,1,1,25.0,3,1,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0,1,2,0
301357,50.0,1,1,14.0,2,1,3,4.0,3,4.0,1,5.0,0,4,0,2.0,3,29144.0,2,3,0
301358,24.0,1,1,24.0,2,1,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17774.0,1,0,0
301359,34.0,0,1,6.0,2,1,3,3.0,0,5.0,1,6.0,0,1,1,2.0,1,17996.0,1,1,0
301360,50.0,1,1,6.0,3,1,3,3.0,4,3.0,1,1.0,0,5,0,2.0,0,32399.0,2,3,0
301361,36.0,1,1,12.0,2,1,2,3.0,0,3.0,0,1.0,0,5,1,1.0,1,18210.0,1,2,0
301362,41.0,1,1,9.0,2,1,4,4.0,1,3.0,3,3.0,0,3,1,3.0,2,23339.0,1,2,0
301363,50.0,1,1,10.0,3,0,3,5.0,1,5.0,0,6.0,0,3,1,2.0,2,23467.0,1,3,0
301364,49.0,1,1,24.0,2,1,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0,2,3,0
301365,41.0,1,1,25.0,2,1,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0,1,2,0
301366,35.0,1,3,15.0,2,0,4,4.0,1,5.0,1,7.0,0,1,1,3.0,2,25178.0,2,1,0
301367,28.0,1,1,13.0,3,0,4,5.0,0,3.0,1,2.0,0,2,1,2.0,1,20865.0,1,1,0
301368,49.0,1,3,36.0,3,0,4,4.0,3,3.0,1,5.0,0,4,0,2.0,3,31182.0,2,3,0
301369,55.0,1,3,6.0,2,1,3,3.0,3,3.0,0,4.0,0,2,0,1.0,3,25239.0,2,3,0
301370,30.0,1,1,16.0,3,0,3,3.0,3,3.0,3,1.0,0,4,0,0.0,3,24667.0,1,1,0
301371,35.0,1,1,13.0,2,1,3,3.0,0,4.0,2,2.0,1,3,1,1.0,1,20363.0,1,1,1
301372,30.0,0,1,9.0,2,0,4,4.0,0,4.0,0,2.0,0,5,0,3.0,1,21858.0,1,1,0
301373,43.0,0,1,36.0,2,0,4,4.0,1,3.0,1,4.0,0,3,1,2.0,2,23234.0,1,2,0
301374,48.0,0,1,6.0,3,1,2,1.0,4,3.0,2,3.0,0,2,0,0.0,0,31885.0,2,3,0
301375,30.0,0,1,9.0,2,1,2,3.0,0,3.0,0,5.0,0,3,0,1.0,1,17097.0,1,1,0
301376,45.0,1,1,26.0,3,1,3,3.0,4,3.0,0,1.0,1,3,0,0.0,0,28496.0,2,2,0
301377,35.0,1,1,22.0,2,0,3,4.0,3,4.0,3,2.0,0,1,1,2.0,3,23606.0,1,1,0
301378,24.0,1,1,17.0,1,1,3,2.0,0,3.0,1,4.0,0,1,1,1.0,1,20751.0,1,0,0
301379,53.0,1,1,9.0,2,0,3,5.0,0,3.0,3,2.0,0,3,1,1.0,1,21890.0,1,3,0
301380,55.0,1,3,9.0,2,0,3,5.0,3,3.0,1,8.0,0,5,1,2.0,3,29364.0,2,3,0
301381,45.0,1,2,7.0,3,1,4,5.0,3,5.0,0,2.0,0,4,1,1.0,3,29160.0,2,2,1
301382,46.0,0,3,9.0,2,0,4,4.0,1,3.0,1,6.0,0,1,1,3.0,2,23832.0,1,3,0
301383,29.0,1,1,27.0,2,0,2,2.0,3,5.0,1,2.0,0,5,1,1.0,3,24980.0,1,1,0
301384,39.0,1,1,6.0,3,0,3,3.0,0,3.0,1,1.0,0,3,0,1.0,1,17232.0,1,2,0
301385,39.0,1,1,16.0,2,0,4,4.0,0,3.0,2,3.0,0,1,1,3.0,1,20966.0,1,2,0
301386,50.0,1,1,8.0,3,1,3,3.0,4,3.0,1,6.0,0,1,0,1.0,0,32639.0,2,3,0
301387,36.0,0,3,6.0,2,1,4,4.0,3,5.0,1,3.0,0,4,0,1.0,3,27747.0,2,2,0
301388,36.0,1,1,34.0,3,0,3,5.0,0,5.0,2,3.0,0,4,1,2.0,1,21237.0,1,2,0
301389,43.0,1,3,31.0,3,1,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0,2,2,0
301390,54.0,1,3,9.0,3,0,2,3.0,1,5.0,0,3.0,0,4,1,1.0,2,20940.0,1,3,0
301391,31.0,0,3,32.0,1,0,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,23414.0,1,1,0
301392,34.0,0,1,13.0,2,1,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,26403.0,2,1,0
301393,33.0,1,3,9.0,3,1,3,4.0,1,4.0,0,2.0,1,1,0,2.0,2,22756.0,1,1,0
301394,36.0,1,1,17.0,2,1,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,22595.0,1,2,0
301395,42.0,1,3,27.0,3,0,4,4.0,0,4.0,3,3.0,1,4,0,3.0,1,21818.0,1,2,1
301396,35.0,1,1,15.0,3,0,4,4.0,1,3.0,3,5.0,0,4,0,2.0,2,24820.0,1,1,0
301397,34.0,0,1,13.0,2,1,3,5.0,1,3.0,2,2.0,1,5,1,1.0,2,21074.0,1,1,1
301398,44.0,1,2,6.0,3,1,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0,2,2,1
301399,33.0,0,3,9.0,2,0,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0,1,1,0
301400,24.0,0,1,10.0,2,1,2,4.0,0,3.0,1,1.0,0,3,0,1.0,1,18162.0,1,0,0
301401,21.0,1,1,21.0,2,1,3,3.0,0,3.0,2,2.0,0,3,1,1.0,1,16232.0,1,0,0
301402,38.0,1,3,9.0,3,1,4,4.0,1,3.0,0,6.0,1,3,0,2.0,2,28280.0,2,2,0
301403,39.0,1,1,16.0,2,1,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,23449.0,1,2,0
301404,34.0,1,1,21.0,3,1,3,4.0,0,3.0,0,7.0,1,2,0,2.0,1,21114.0,1,1,1
301405,30.0,1,1,10.0,3,1,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0,2,1,0
301406,18.0,1,1,9.0,3,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,16420.0,1,0,1
301407,36.0,1,1,33.0,3,1,3,3.0,1,3.0,0,7.0,0,3,1,0.0,2,20237.0,1,2,0
301408,56.0,0,1,15.0,3,0,3,3.0,0,3.0,1,3.0,0,1,1,0.0,1,17942.0,1,4,0
301409,44.0,1,3,7.0,2,1,2,5.0,1,4.0,2,7.0,0,3,0,1.0,2,17362.0,1,2,1
301410,28.0,1,3,17.0,3,0,4,5.0,1,3.0,0,3.0,1,3,1,3.0,2,24447.0,1,1,0
301411,21.0,0,3,16.0,3,0,3,4.0,0,3.0,2,3.0,1,4,1,1.0,1,21001.0,1,0,1
301412,36.0,0,1,9.0,2,0,4,4.0,1,5.0,1,4.0,0,4,0,1.0,2,23771.0,1,2,0
301413,44.0,0,1,9.0,2,1,4,4.0,0,3.0,1,8.0,1,3,0,1.0,1,28909.0,2,2,1
301414,31.0,1,3,12.0,3,1,3,1.0,1,3.0,1,5.0,0,5,1,1.0,2,20460.0,1,1,0
301415,41.0,1,1,7.0,2,1,3,4.0,0,4.0,0,5.0,0,1,1,2.0,1,21065.0,1,2,0
301416,35.0,0,3,13.0,3,0,3,6.0,0,3.0,1,2.0,0,4,1,2.0,1,21029.0,1,1,1
301417,35.0,1,1,12.0,2,1,2,5.0,1,3.0,3,2.0,0,5,1,0.0,2,21646.0,1,1,0
301418,30.0,1,1,36.0,2,1,4,6.0,1,3.0,1,2.0,0,5,1,3.0,2,25062.0,2,1,0
301419,38.0,1,1,24.0,3,1,2,5.0,1,3.0,1,4.0,1,5,0,1.0,2,20811.0,1,2,0
301420,29.0,1,1,15.0,2,0,4,4.0,0,3.0,3,3.0,0,4,0,2.0,1,21988.0,1,1,0
301421,35.0,0,1,17.0,1,1,4,5.0,1,3.0,1,3.0,0,4,1,2.0,2,23741.0,1,1,0
301422,39.0,0,1,15.0,3,0,3,5.0,1,4.0,1,3.0,1,1,1,1.0,2,20811.0,1,2,0
301423,34.0,0,3,9.0,3,0,4,4.0,1,4.0,3,2.0,0,1,0,1.0,2,23825.0,1,1,0
301424,34.0,1,1,11.0,3,0,3,5.0,0,4.0,1,8.0,0,4,0,2.0,1,21300.0,1,1,0
301425,47.0,1,3,10.0,1,0,3,2.0,4,5.0,1,4.0,0,3,1,1.0,0,31903.0,2,3,0
301426,27.0,0,3,36.0,3,1,4,6.0,1,5.0,3,2.0,0,3,1,2.0,2,23647.0,1,1,1
301427,36.0,1,2,14.0,2,1,3,4.0,0,5.0,0,1.0,0,2,1,2.0,1,17342.0,1,2,0
301428,51.0,0,3,7.0,2,1,3,4.0,1,3.0,3,5.0,1,2,0,1.0,2,23406.0,1,3,1
301429,44.0,1,1,14.0,2,1,3,1.0,0,3.0,0,3.0,1,3,1,2.0,1,17818.0,1,2,0
301430,22.0,1,3,29.0,1,1,3,4.0,0,3.0,3,3.0,0,2,1,2.0,1,22125.0,1,0,0
301431,41.0,1,1,9.0,3,0,4,5.0,1,3.0,0,8.0,0,5,1,1.0,2,22126.0,1,2,0
301432,45.0,0,3,8.0,2,0,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0,1,2,0
301433,39.0,0,1,30.0,2,1,3,5.0,3,3.0,3,2.0,0,3,0,1.0,3,28204.0,2,2,0
301434,46.0,1,3,16.0,3,0,3,4.0,3,3.0,0,3.0,1,2,1,1.0,3,24071.0,1,3,0
301435,40.0,1,1,6.0,2,0,2,3.0,1,3.0,1,5.0,0,3,0,1.0,2,21513.0,1,2,0
301436,26.0,1,1,10.0,3,1,4,4.0,0,5.0,0,7.0,0,5,1,2.0,1,22709.0,1,1,1
301437,32.0,1,1,29.0,3,1,4,4.0,1,3.0,0,3.0,1,5,1,1.0,2,24857.0,1,1,1
301438,37.0,0,1,7.0,3,0,3,5.0,1,3.0,1,2.0,0,5,1,2.0,2,23052.0,1,2,0
301439,40.0,1,3,6.0,3,1,2,5.0,1,3.0,0,3.0,1,3,1,0.0,2,22457.0,1,2,0
301440,34.0,0,1,10.0,2,1,4,4.0,0,5.0,3,3.0,1,5,1,3.0,1,22026.0,1,1,1
301441,42.0,1,3,7.0,3,1,3,2.0,3,5.0,1,3.0,0,3,1,2.0,3,27070.0,2,2,0
301442,39.0,1,2,9.0,2,0,2,2.0,1,4.0,0,1.0,0,2,1,0.0,2,21389.0,1,2,0
301443,40.0,1,1,7.0,3,0,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0,1,2,0
301444,42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,1.0,2,23681.0,1,2,0
301445,41.0,1,1,17.0,2,0,3,2.0,0,3.0,1,5.0,1,3,0,2.0,1,20891.0,1,2,0
301446,34.0,0,3,32.0,3,0,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,23217.0,1,1,0
301447,50.0,1,1,16.0,1,1,3,4.0,3,3.0,3,7.0,0,5,0,2.0,3,25496.0,2,3,0
301448,29.0,1,1,24.0,3,1,2,4.0,0,3.0,2,2.0,1,3,0,0.0,1,17389.0,1,1,1
301449,38.0,1,3,20.0,2,1,3,3.0,1,4.0,1,1.0,0,5,1,2.0,2,24924.0,1,2,0
301450,41.0,0,1,16.0,2,1,4,5.0,1,3.0,0,2.0,0,5,1,1.0,2,23554.0,1,2,0
301451,40.0,0,1,15.0,2,0,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,22433.0,1,2,0
301452,33.0,1,1,11.0,2,0,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17911.0,1,1,0
301453,31.0,0,1,10.0,2,1,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0,1,1,0
301454,38.0,0,1,35.0,2,0,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0,1,2,0
301455,28.0,0,3,10.0,3,0,4,2.0,1,3.0,1,3.0,1,1,1,1.0,2,23325.0,1,1,0
301456,54.0,1,1,14.0,2,1,3,3.0,4,3.0,0,5.0,0,2,0,1.0,0,33492.0,2,3,0
301457,46.0,1,1,16.0,2,1,3,4.0,1,4.0,1,2.0,0,4,1,1.0,2,21026.0,1,3,0
301458,51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,1,3.0,3,27886.0,2,3,0
301459,31.0,1,1,14.0,3,1,3,5.0,0,4.0,1,3.0,0,5,0,1.0,1,20819.0,1,1,0
301460,30.0,1,1,23.0,3,0,3,3.0,3,5.0,0,2.0,1,4,0,2.0,3,26916.0,2,1,0
301461,56.0,0,1,15.0,3,0,3,3.0,0,3.0,0,3.0,0,2,0,0.0,1,17942.0,1,4,0
301462,28.0,1,1,18.0,2,0,3,3.0,0,3.0,1,2.0,1,4,1,1.0,1,17515.0,1,1,1
301463,30.0,1,1,10.0,3,1,3,4.0,0,5.0,3,3.0,1,3,0,2.0,1,23401.0,1,1,0
301464,45.0,1,1,11.0,3,0,2,5.0,1,5.0,2,2.0,1,3,1,0.0,2,20769.0,1,2,0
301465,38.0,1,1,9.0,1,0,2,3.0,1,3.0,2,4.0,1,5,0,0.0,2,1000.0,0,2,0
301466,23.0,1,1,15.0,3,0,4,4.0,0,5.0,1,3.0,1,3,0,2.0,1,21076.0,1,0,1
301467,28.0,1,1,30.0,3,1,2,3.0,0,4.0,1,2.0,1,1,0,0.0,1,17408.0,1,1,1
301468,31.0,1,3,13.0,3,1,3,3.0,1,3.0,1,5.0,0,2,0,0.0,2,22547.0,1,1,0
301469,37.0,0,3,25.0,3,1,2,3.0,3,4.0,3,2.0,1,5,0,0.0,3,22642.0,1,2,0
301470,43.0,0,1,27.0,3,1,3,3.0,0,3.0,1,1.0,0,4,1,2.0,1,17258.0,1,2,0
301471,37.0,1,3,16.0,2,1,3,5.0,0,5.0,3,2.0,0,1,0,1.0,1,22085.0,1,2,1
301472,38.0,0,3,28.0,3,0,3,4.0,0,3.0,1,7.0,0,1,1,1.0,1,21651.0,1,2,0
301473,35.0,0,1,9.0,2,1,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,16281.0,1,1,0
301474,32.0,0,1,7.0,2,0,4,4.0,1,5.0,1,3.0,0,5,1,1.0,2,22826.0,1,1,0
301475,33.0,1,3,15.0,3,0,3,3.0,1,5.0,3,1.0,1,3,0,1.0,2,23224.0,1,1,1
301476,35.0,1,3,22.0,3,0,4,4.0,1,5.0,3,3.0,0,1,1,3.0,2,24803.0,1,1,0
301477,22.0,1,1,11.0,2,1,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0,1,0,0
301478,45.0,1,1,26.0,3,1,3,5.0,3,5.0,1,3.0,1,3,0,0.0,3,25851.0,2,2,0
301479,29.0,1,1,9.0,2,1,4,5.0,0,4.0,1,2.0,0,1,0,3.0,1,21879.0,1,1,0
301480,48.0,1,3,9.0,2,0,4,5.0,0,3.0,3,3.0,1,2,1,1.0,1,21972.0,1,3,0
301481,33.0,1,3,11.0,2,0,3,4.0,0,4.0,0,4.0,0,3,1,1.0,1,22609.0,1,1,0
301482,37.0,1,1,12.0,2,1,4,4.0,1,4.0,3,2.0,0,1,1,2.0,2,24592.0,1,2,0
301483,50.0,0,1,6.0,2,0,3,3.0,2,4.0,0,4.0,1,2,0,2.0,4,33172.0,2,3,0
301484,34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,1.0,2,26902.0,2,1,1
301485,39.0,1,1,32.0,2,0,3,5.0,3,4.0,0,5.0,0,3,1,1.0,3,30739.0,2,2,0
301486,26.0,0,1,11.0,3,0,2,4.0,0,3.0,0,2.0,1,2,0,1.0,1,17366.0,1,1,1
301487,20.0,0,3,15.0,3,0,2,3.0,0,3.0,2,2.0,1,4,1,0.0,1,17323.0,1,0,1
301488,35.0,1,1,7.0,3,1,4,4.0,1,4.0,0,3.0,0,5,0,1.0,2,23003.0,1,1,0
301489,48.0,1,3,35.0,3,0,3,3.0,3,3.0,1,4.0,0,4,0,1.0,3,27504.0,2,3,0
301490,43.0,0,1,16.0,2,0,2,3.0,0,3.0,2,1.0,0,5,0,1.0,1,17455.0,1,2,0
301491,41.0,1,1,23.0,2,0,3,4.0,3,3.0,3,8.0,1,4,1,1.0,3,26623.0,2,2,0
301492,31.0,1,1,13.0,3,0,2,3.0,3,3.0,3,2.0,1,4,1,1.0,3,22143.0,1,1,0
301493,41.0,0,1,11.0,2,1,3,4.0,0,5.0,1,7.0,0,3,0,1.0,1,17107.0,1,2,1
301494,35.0,1,3,22.0,3,1,3,3.0,3,4.0,0,1.0,0,2,1,2.0,3,23020.0,1,1,0
301495,37.0,1,3,7.0,2,0,4,4.0,1,3.0,3,8.0,0,1,1,2.0,2,25493.0,2,2,0
301496,41.0,0,3,35.0,2,1,3,6.0,3,5.0,1,5.0,0,5,0,2.0,3,29610.0,2,2,0
301497,34.0,1,1,6.0,2,0,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0,1,1,0
301498,40.0,0,1,9.0,2,0,3,5.0,0,5.0,3,4.0,1,3,0,1.0,1,22324.0,1,2,1
301499,28.0,1,1,11.0,2,1,3,2.0,1,4.0,1,3.0,1,4,1,1.0,2,24820.0,1,1,0
301500,42.0,1,1,13.0,3,1,4,5.0,1,4.0,3,8.0,1,3,1,1.0,2,24710.0,1,2,0
301501,36.0,1,1,14.0,1,0,2,3.0,3,3.0,1,2.0,0,4,1,0.0,3,25096.0,2,2,0
301502,31.0,0,1,11.0,3,1,3,3.0,1,5.0,3,1.0,0,1,0,2.0,2,24936.0,1,1,0
301503,33.0,0,1,14.0,2,1,4,3.0,0,4.0,0,3.0,0,2,0,2.0,1,21472.0,1,1,0
301504,32.0,0,3,9.0,2,0,3,5.0,0,3.0,3,2.0,0,5,0,2.0,1,21463.0,1,1,1
301505,47.0,1,3,16.0,3,1,4,5.0,3,3.0,3,3.0,0,5,1,3.0,3,28297.0,2,3,1
301506,33.0,1,1,7.0,2,1,4,5.0,0,3.0,3,2.0,1,5,1,1.0,1,22408.0,1,1,1
301507,61.0,1,1,14.0,2,0,3,4.0,2,5.0,1,7.0,0,5,1,1.0,4,38244.0,3,4,0
301508,44.0,1,1,29.0,3,1,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,33213.0,2,2,1
301509,57.0,1,3,18.0,3,0,3,5.0,1,5.0,1,6.0,0,5,0,2.0,2,24058.0,1,4,0
301510,37.0,0,3,25.0,3,1,2,3.0,3,4.0,3,2.0,1,5,0,0.0,3,22642.0,1,2,0
301511,30.0,1,1,11.0,1,0,2,3.0,0,5.0,1,6.0,0,5,0,1.0,1,18204.0,1,1,0
301512,48.0,0,3,9.0,3,1,3,4.0,1,4.0,1,2.0,0,1,0,2.0,2,23656.0,1,3,0
301513,39.0,1,1,7.0,1,0,4,4.0,3,5.0,1,3.0,0,4,1,2.0,3,32260.0,2,2,0
301514,28.0,1,1,9.0,3,0,3,3.0,3,4.0,1,1.0,0,4,0,0.0,3,22655.0,1,1,0
301515,34.0,1,1,7.0,2,1,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21364.0,1,1,1
301516,40.0,0,1,32.0,2,1,4,4.0,3,3.0,0,5.0,0,1,0,1.0,3,29598.0,2,2,0
301517,41.0,1,3,17.0,3,1,4,5.0,3,4.0,1,4.0,0,4,1,2.0,3,28383.0,2,2,0
301518,29.0,1,1,16.0,3,1,4,4.0,0,3.0,1,3.0,0,1,1,1.0,1,20748.0,1,1,0
301519,30.0,1,1,17.0,2,0,4,5.0,0,5.0,2,8.0,1,5,1,2.0,1,21082.0,1,1,1
301520,20.0,1,1,10.0,3,0,4,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20161.0,1,0,0
301521,36.0,1,1,23.0,2,0,3,5.0,1,4.0,1,2.0,1,1,1,2.0,2,23466.0,1,2,0
301522,58.0,0,3,8.0,3,1,2,3.0,4,4.0,1,5.0,0,4,1,0.0,0,17705.0,1,4,0
301523,46.0,1,3,15.0,3,1,2,3.0,3,3.0,1,5.0,0,3,0,1.0,3,25096.0,2,3,1
301524,31.0,0,1,26.0,2,1,3,3.0,3,3.0,1,4.0,0,3,1,0.0,3,24824.0,1,1,1
301525,34.0,1,1,32.0,3,1,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0,1,1,1
301526,33.0,1,3,11.0,3,1,3,6.0,3,3.0,1,3.0,0,1,1,1.0,3,29078.0,2,1,1
301527,43.0,1,1,9.0,2,1,4,5.0,1,3.0,3,5.0,0,2,0,2.0,2,25459.0,2,2,0
301528,34.0,1,1,33.0,3,0,3,3.0,0,4.0,2,3.0,0,3,1,0.0,1,17311.0,1,1,0
301529,53.0,1,3,8.0,3,1,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0,2,3,0
301530,27.0,1,1,11.0,2,0,2,3.0,0,4.0,2,2.0,1,3,0,1.0,1,17478.0,1,1,0
301531,24.0,1,1,17.0,3,1,4,3.0,0,3.0,3,3.0,0,2,1,2.0,1,22183.0,1,0,0
301532,41.0,1,1,15.0,2,1,3,3.0,0,5.0,0,3.0,0,2,0,2.0,1,17238.0,1,2,0
301533,44.0,1,2,9.0,2,1,4,4.0,0,3.0,3,2.0,0,1,0,1.0,1,22217.0,1,2,0
301534,38.0,0,1,8.0,3,0,3,4.0,0,4.0,1,5.0,0,3,0,0.0,1,17468.0,1,2,0
301535,31.0,1,1,18.0,3,0,2,3.0,1,3.0,1,1.0,1,4,1,0.0,2,20855.0,1,1,0
301536,34.0,1,3,15.0,2,1,3,4.0,1,5.0,1,4.0,0,5,1,1.0,2,25070.0,2,1,0
301537,39.0,1,1,7.0,2,0,3,4.0,3,3.0,3,6.0,1,2,0,2.0,3,26539.0,2,2,0
301538,49.0,1,3,9.0,3,1,3,2.0,1,4.0,1,5.0,0,3,0,2.0,2,26798.0,2,3,0
301539,48.0,1,3,9.0,3,0,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23215.0,1,3,0
301540,39.0,1,3,14.0,3,0,3,5.0,1,3.0,3,2.0,0,1,1,1.0,2,22706.0,1,2,0
301541,54.0,1,1,11.0,3,1,2,3.0,2,5.0,0,5.0,0,4,1,0.0,4,34406.0,2,3,0
301542,21.0,0,3,6.0,1,0,2,4.0,0,4.0,2,2.0,1,5,1,1.0,1,17174.0,1,0,1
301543,34.0,0,3,25.0,3,1,3,1.0,1,3.0,2,1.0,1,1,0,0.0,2,20304.0,1,1,1
301544,58.0,1,1,29.0,3,0,3,3.0,3,3.0,1,2.0,0,3,1,0.0,3,25312.0,2,4,1
301545,39.0,1,1,12.0,3,1,3,3.0,0,5.0,1,1.0,1,1,1,1.0,1,17404.0,1,2,1
301546,36.0,0,3,17.0,1,0,3,3.0,3,3.0,1,1.0,0,5,0,2.0,3,24738.0,1,2,0
301547,37.0,0,1,11.0,2,0,4,4.0,1,4.0,1,2.0,0,3,1,2.0,2,23809.0,1,2,0
301548,37.0,0,1,8.0,2,1,3,4.0,1,3.0,1,6.0,0,2,0,1.0,2,20163.0,1,2,0
301549,45.0,1,3,17.0,2,0,2,3.0,4,3.0,1,4.0,0,4,0,1.0,0,32650.0,2,2,0
